,No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
1371,1464,2010,3,2,23,129.0,-6,0.0,1025.0,3,0.89,0,0
1372,1465,2010,3,3,0,109.0,-6,3.0,1024.0,0,1.79,0,0
1373,1466,2010,3,3,1,97.0,-5,0.0,1025.0,2,0.89,0,0
1374,1467,2010,3,3,2,92.0,-5,-2.0,1025.0,3,0.89,0,0
1375,1468,2010,3,3,3,158.0,-7,-1.0,1025.0,2,4.02,0,0
1376,1469,2010,3,3,4,178.0,-8,-1.0,1024.0,2,8.94,0,0
1377,1470,2010,3,3,5,135.0,-8,-1.0,1024.0,2,12.96,0,0
1378,1471,2010,3,3,6,111.0,-8,-1.0,1024.0,2,16.98,0,0
1379,1472,2010,3,3,7,114.0,-9,-2.0,1025.0,3,0.89,0,0
1380,1473,2010,3,3,8,121.0,-7,-1.0,1025.0,2,0.89,0,0
1381,1474,2010,3,3,9,126.0,-8,0.0,1026.0,3,0.89,0,0
1382,1475,2010,3,3,10,133.0,-7,1.0,1026.0,2,3.13,0,0
1383,1476,2010,3,3,11,146.0,-7,2.0,1025.0,2,6.26,0,0
1384,1477,2010,3,3,12,165.0,-5,3.0,1025.0,2,9.39,0,0
1385,1478,2010,3,3,13,202.0,-5,4.0,1023.0,2,12.52,0,0
1386,1479,2010,3,3,14,230.0,-5,5.0,1022.0,2,15.65,0,0
1387,1480,2010,3,3,15,247.0,-6,5.0,1021.0,2,18.78,0,0
1388,1481,2010,3,3,16,236.0,-6,6.0,1021.0,2,20.57,0,0
1389,1482,2010,3,3,17,227.0,-6,5.0,1020.0,2,24.59,0,0
1390,1483,2010,3,3,18,224.0,-6,4.0,1019.0,3,0.89,0,0
1391,1484,2010,3,3,19,187.0,-5,3.0,1020.0,2,1.79,0,0
1392,1485,2010,3,3,20,150.0,-5,3.0,1020.0,2,3.58,0,0
1393,1486,2010,3,3,21,144.0,-5,2.0,1020.0,3,0.89,0,0
1394,1487,2010,3,3,22,123.0,-4,1.0,1020.0,3,1.78,0,0
1395,1488,2010,3,3,23,134.0,-6,2.0,1020.0,2,1.79,0,0
1396,1489,2010,3,4,0,98.0,-5,2.0,1019.0,2,4.92,0,0
1397,1490,2010,3,4,1,101.0,-5,1.0,1019.0,2,6.71,0,0
1398,1491,2010,3,4,2,108.0,-5,1.0,1018.0,2,9.84,0,0
1399,1492,2010,3,4,3,126.0,-5,1.0,1017.0,2,12.97,0,0
1400,1493,2010,3,4,4,125.0,-4,0.0,1016.0,3,0.89,0,0
1401,1494,2010,3,4,5,121.0,-3,0.0,1015.0,1,1.79,0,0
1402,1495,2010,3,4,6,123.0,-4,-1.0,1015.0,2,1.79,0,0
1403,1496,2010,3,4,7,126.0,-4,-1.0,1015.0,2,3.58,0,0
1404,1497,2010,3,4,8,131.0,-3,0.0,1016.0,2,4.47,0,0
1405,1498,2010,3,4,9,126.0,-4,1.0,1016.0,2,7.6,0,0
1406,1499,2010,3,4,10,156.0,-4,3.0,1016.0,2,9.39,0,0
1407,1500,2010,3,4,11,187.0,-4,3.0,1015.0,2,12.52,0,0
1408,1501,2010,3,4,12,220.0,-4,4.0,1015.0,2,14.31,0,0
1409,1502,2010,3,4,13,237.0,-4,6.0,1014.0,2,17.44,0,0
1410,1503,2010,3,4,14,252.0,-4,7.0,1013.0,2,19.23,0,0
1411,1504,2010,3,4,15,226.0,-4,7.0,1014.0,2,22.36,0,0
1412,1505,2010,3,4,16,231.0,-3,5.0,1013.0,0,3.13,0,1
1413,1506,2010,3,4,17,222.0,-2,3.0,1013.0,0,8.05,0,0
1414,1507,2010,3,4,18,246.0,-2,3.0,1013.0,3,0.89,0,0
1415,1508,2010,3,4,19,261.0,-2,3.0,1014.0,3,1.78,0,0
1416,1509,2010,3,4,20,256.0,-2,3.0,1015.0,0,1.79,0,0
1417,1510,2010,3,4,21,255.0,-2,3.0,1016.0,0,4.92,0,0
1418,1511,2010,3,4,22,263.0,-2,2.0,1017.0,0,8.05,0,0
1419,1512,2010,3,4,23,269.0,-2,2.0,1018.0,0,12.07,0,0
1420,1513,2010,3,5,0,248.0,-2,1.0,1019.0,0,16.99,0,0
1421,1514,2010,3,5,1,89.0,-10,3.0,1020.0,0,22.8,0,0
1422,1515,2010,3,5,2,15.0,-13,2.0,1021.0,0,26.82,0,0
1423,1516,2010,3,5,3,19.0,-17,1.0,1022.0,0,35.76,0,0
1424,1517,2010,3,5,4,15.0,-16,0.0,1022.0,0,45.59,0,0
1425,1518,2010,3,5,5,13.0,-16,-1.0,1024.0,0,53.64,0,0
1426,1519,2010,3,5,6,16.0,-16,-2.0,1026.0,0,62.58,0,0
1427,1520,2010,3,5,7,19.0,-18,-3.0,1027.0,0,71.52,0,0
1428,1521,2010,3,5,8,19.0,-19,-2.0,1028.0,0,81.35,0,0
1429,1522,2010,3,5,9,24.0,-23,-1.0,1027.0,0,95.21,0,0
1430,1523,2010,3,5,10,24.0,-25,0.0,1027.0,0,105.04,0,0
1431,1524,2010,3,5,11,17.0,-25,2.0,1029.0,0,110.85,0,0
1432,1525,2010,3,5,12,11.0,-24,2.0,1029.0,0,116.66,0,0
1433,1526,2010,3,5,13,17.0,-25,3.0,1028.0,0,123.81,0,0
1434,1527,2010,3,5,14,14.0,-25,3.0,1028.0,0,130.96,0,0
1435,1528,2010,3,5,15,16.0,-25,2.0,1028.0,1,4.92,0,0
1436,1529,2010,3,5,16,16.0,-24,3.0,1028.0,3,1.79,0,0
1437,1530,2010,3,5,17,18.0,-25,2.0,1029.0,1,3.13,0,0
1438,1531,2010,3,5,18,22.0,-24,1.0,1029.0,1,6.26,0,0
1439,1532,2010,3,5,19,30.0,-24,0.0,1030.0,1,9.39,0,0
1440,1533,2010,3,5,20,27.0,-25,0.0,1030.0,1,12.52,0,0
1441,1534,2010,3,5,21,29.0,-23,0.0,1031.0,1,17.44,0,0
1442,1535,2010,3,5,22,20.0,-22,-1.0,1032.0,1,23.25,0,0
1443,1536,2010,3,5,23,14.0,-22,-2.0,1033.0,1,29.06,0,0
1444,1537,2010,3,6,0,19.0,-22,-2.0,1033.0,1,34.87,0,0
1445,1538,2010,3,6,1,16.0,-21,-3.0,1034.0,1,40.68,0,0
1446,1539,2010,3,6,2,12.0,-21,-3.0,1034.0,1,44.7,0,0
1447,1540,2010,3,6,3,13.0,-22,-4.0,1035.0,1,49.62,0,0
1448,1541,2010,3,6,4,15.0,-22,-4.0,1034.0,1,55.43,0,0
1449,1542,2010,3,6,5,11.0,-23,-5.0,1034.0,1,61.24,0,0
1450,1543,2010,3,6,6,19.0,-23,-5.0,1035.0,1,66.16,0,0
1451,1544,2010,3,6,7,16.0,-23,-5.0,1035.0,1,71.97,0,0
1452,1545,2010,3,6,8,27.0,-22,-5.0,1035.0,1,76.89,0,0
1453,1546,2010,3,6,9,23.0,-22,-3.0,1036.0,1,80.91,0,0
1454,1547,2010,3,6,10,29.0,-23,-2.0,1036.0,1,82.7,0,0
1455,1548,2010,3,6,11,26.0,-22,-1.0,1035.0,0,1.79,0,0
1456,1549,2010,3,6,12,39.0,-22,0.0,1034.0,2,1.79,0,0
1457,1550,2010,3,6,13,52.0,-20,1.0,1033.0,3,3.13,0,0
1458,1551,2010,3,6,14,65.0,-18,1.0,1032.0,3,4.92,0,0
1459,1552,2010,3,6,15,91.0,-13,2.0,1031.0,2,4.02,0,0
1460,1553,2010,3,6,16,103.0,-13,2.0,1031.0,3,1.79,0,0
1461,1554,2010,3,6,17,99.0,-10,1.0,1031.0,2,3.13,0,0
1462,1555,2010,3,6,18,99.0,-9,-1.0,1032.0,2,6.26,0,0
1463,1556,2010,3,6,19,103.0,-9,-1.0,1032.0,2,9.39,0,0
1464,1557,2010,3,6,20,96.0,-9,-1.0,1033.0,2,11.18,0,0
1465,1558,2010,3,6,21,76.0,-9,-3.0,1034.0,2,12.07,0,0
1466,1559,2010,3,6,22,69.0,-9,-4.0,1034.0,2,13.86,0,0
1467,1560,2010,3,6,23,83.0,-9,-3.0,1035.0,2,18.78,0,0
1468,1561,2010,3,7,0,62.0,-9,-3.0,1035.0,2,21.91,0,0
1469,1562,2010,3,7,1,51.0,-9,-4.0,1035.0,2,25.04,0,0
1470,1563,2010,3,7,2,53.0,-9,-5.0,1035.0,2,28.17,0,0
1471,1564,2010,3,7,3,68.0,-10,-6.0,1035.0,2,31.3,0,0
1472,1565,2010,3,7,4,71.0,-9,-5.0,1035.0,2,34.43,0,0
1473,1566,2010,3,7,5,62.0,-10,-5.0,1035.0,2,37.56,0,0
1474,1567,2010,3,7,6,58.0,-10,-6.0,1035.0,2,39.35,0,0
1475,1568,2010,3,7,7,69.0,-11,-7.0,1036.0,3,0.45,0,0
1476,1569,2010,3,7,8,74.0,-9,-5.0,1037.0,3,0.9,1,0
1477,1570,2010,3,7,9,67.0,-10,-3.0,1037.0,2,1.79,0,0
1478,1571,2010,3,7,10,57.0,-10,-2.0,1035.0,2,4.92,0,0
1479,1572,2010,3,7,11,69.0,-10,-1.0,1036.0,2,8.05,0,0
1480,1573,2010,3,7,12,83.0,-11,0.0,1036.0,2,11.18,0,0
1481,1574,2010,3,7,13,92.0,-11,1.0,1035.0,3,1.79,0,0
1482,1575,2010,3,7,14,100.0,-10,0.0,1034.0,3,3.58,0,0
1483,1576,2010,3,7,15,108.0,-11,0.0,1034.0,2,3.13,0,0
1484,1577,2010,3,7,16,132.0,-11,0.0,1033.0,2,6.26,0,0
1485,1578,2010,3,7,17,132.0,-12,0.0,1034.0,2,8.05,0,0
1486,1579,2010,3,7,18,134.0,-12,-1.0,1034.0,3,0.89,0,0
1487,1580,2010,3,7,19,128.0,-11,-1.0,1035.0,2,1.79,0,0
1488,1581,2010,3,7,20,124.0,-10,-1.0,1036.0,3,0.89,0,0
1489,1582,2010,3,7,21,116.0,-10,-1.0,1036.0,3,1.78,0,0
1490,1583,2010,3,7,22,114.0,-10,-1.0,1036.0,3,2.67,0,0
1491,1584,2010,3,7,23,70.0,-11,-3.0,1037.0,3,3.56,0,0
1492,1585,2010,3,8,0,76.0,-5,-4.0,1038.0,2,1.79,0,0
1493,1586,2010,3,8,1,68.0,-5,-4.0,1038.0,2,3.58,0,0
1494,1587,2010,3,8,2,74.0,-5,-4.0,1038.0,2,5.37,1,0
1495,1588,2010,3,8,3,75.0,-5,-4.0,1038.0,2,7.16,2,0
1496,1589,2010,3,8,4,63.0,-5,-4.0,1038.0,2,10.29,3,0
1497,1590,2010,3,8,5,73.0,-5,-4.0,1038.0,2,12.08,4,0
1498,1591,2010,3,8,6,61.0,-5,-4.0,1038.0,2,13.87,5,0
1499,1592,2010,3,8,7,63.0,-5,-4.0,1038.0,2,15.66,6,0
1500,1593,2010,3,8,8,65.0,-6,-5.0,1040.0,2,18.79,7,0
1501,1594,2010,3,8,9,43.0,-7,-5.0,1040.0,2,22.81,8,0
1502,1595,2010,3,8,10,29.0,-6,-4.0,1041.0,2,24.6,9,0
1503,1596,2010,3,8,11,28.0,-6,-3.0,1041.0,2,26.39,10,0
1504,1597,2010,3,8,12,26.0,-6,-2.0,1041.0,2,28.18,11,0
1505,1598,2010,3,8,13,29.0,-6,-2.0,1040.0,3,0.45,0,0
1506,1599,2010,3,8,14,32.0,-8,-2.0,1039.0,3,1.34,0,0
1507,1600,2010,3,8,15,33.0,-7,-2.0,1039.0,3,2.23,0,0
1508,1601,2010,3,8,16,43.0,-7,-2.0,1039.0,0,1.79,0,0
1509,1602,2010,3,8,17,50.0,-7,-2.0,1039.0,0,4.92,0,0
1510,1603,2010,3,8,18,56.0,-8,-3.0,1039.0,0,8.05,0,0
1511,1604,2010,3,8,19,63.0,-8,-2.0,1040.0,0,12.97,0,0
1512,1605,2010,3,8,20,47.0,-8,-3.0,1041.0,0,17.89,0,0
1513,1606,2010,3,8,21,27.0,-10,-3.0,1041.0,0,25.04,0,0
1514,1607,2010,3,8,22,20.0,-12,-4.0,1042.0,0,33.09,0,0
1515,1608,2010,3,8,23,16.0,-13,-4.0,1042.0,0,40.24,0,0
1516,1609,2010,3,9,0,5.0,-15,-5.0,1042.0,0,46.05,0,0
1517,1610,2010,3,9,1,7.0,-16,-5.0,1042.0,0,53.2,0,0
1518,1611,2010,3,9,2,8.0,-17,-6.0,1042.0,0,60.35,0,0
1519,1612,2010,3,9,3,10.0,-18,-6.0,1041.0,0,67.5,0,0
1520,1613,2010,3,9,4,13.0,-19,-7.0,1040.0,0,73.31,0,0
1521,1614,2010,3,9,5,11.0,-19,-7.0,1040.0,0,80.46,0,0
1522,1615,2010,3,9,6,13.0,-20,-8.0,1039.0,0,84.48,0,0
1523,1616,2010,3,9,7,20.0,-18,-8.0,1039.0,0,88.5,0,0
1524,1617,2010,3,9,8,18.0,-18,-6.0,1039.0,0,92.52,0,0
1525,1618,2010,3,9,9,18.0,-19,-5.0,1039.0,0,98.33,0,0
1526,1619,2010,3,9,10,14.0,-18,-4.0,1038.0,0,105.48,0,0
1527,1620,2010,3,9,11,20.0,-17,-3.0,1037.0,0,112.63,0,0
1528,1621,2010,3,9,12,19.0,-15,-2.0,1035.0,0,119.78,0,0
1529,1622,2010,3,9,13,20.0,-16,-1.0,1034.0,0,127.83,0,0
1530,1623,2010,3,9,14,20.0,-19,0.0,1032.0,0,136.77,0,0
1531,1624,2010,3,9,15,23.0,-20,1.0,1031.0,0,145.71,0,0
1532,1625,2010,3,9,16,21.0,-23,1.0,1031.0,0,154.65,0,0
1533,1626,2010,3,9,17,14.0,-22,1.0,1030.0,0,164.48,0,0
1534,1627,2010,3,9,18,16.0,-20,0.0,1030.0,0,170.29,0,0
1535,1628,2010,3,9,19,16.0,-18,0.0,1030.0,0,175.21,0,0
1536,1629,2010,3,9,20,26.0,-17,-2.0,1030.0,0,179.23,0,0
1537,1630,2010,3,9,21,22.0,-18,-2.0,1030.0,3,0.89,0,0
1538,1631,2010,3,9,22,27.0,-13,-5.0,1029.0,3,1.78,0,0
1539,1632,2010,3,9,23,51.0,-16,-2.0,1029.0,2,1.79,0,0
1540,1633,2010,3,10,0,46.0,-11,-5.0,1028.0,2,2.68,0,0
1541,1634,2010,3,10,1,51.0,-13,-6.0,1027.0,0,1.79,0,0
1542,1635,2010,3,10,2,48.0,-12,-6.0,1027.0,0,2.68,0,0
1543,1636,2010,3,10,3,61.0,-13,-7.0,1026.0,0,3.57,0,0
1544,1637,2010,3,10,4,58.0,-14,-8.0,1026.0,0,5.36,0,0
1545,1638,2010,3,10,5,85.0,-14,-7.0,1025.0,0,7.15,0,0
1546,1639,2010,3,10,6,84.0,-14,-9.0,1025.0,0,10.28,0,0
1547,1640,2010,3,10,7,87.0,-13,-8.0,1025.0,3,0.89,0,0
1548,1641,2010,3,10,8,111.0,-11,-4.0,1025.0,3,1.78,0,0
1549,1642,2010,3,10,9,105.0,-13,-1.0,1025.0,3,2.67,0,0
1550,1643,2010,3,10,10,70.0,-15,2.0,1024.0,0,3.13,0,0
1551,1644,2010,3,10,11,53.0,-16,5.0,1023.0,0,6.26,0,0
1552,1645,2010,3,10,12,48.0,-16,7.0,1021.0,3,3.13,0,0
1553,1646,2010,3,10,13,44.0,-18,8.0,1020.0,2,3.13,0,0
1554,1647,2010,3,10,14,33.0,-19,9.0,1018.0,2,7.15,0,0
1555,1648,2010,3,10,15,37.0,-19,9.0,1017.0,2,10.28,0,0
1556,1649,2010,3,10,16,40.0,-15,8.0,1016.0,2,14.3,0,0
1557,1650,2010,3,10,17,34.0,-15,8.0,1016.0,2,17.43,0,0
1558,1651,2010,3,10,18,32.0,-14,6.0,1016.0,2,21.45,0,0
1559,1652,2010,3,10,19,33.0,-12,5.0,1016.0,2,24.58,0,0
1560,1653,2010,3,10,20,51.0,-11,3.0,1017.0,2,27.71,0,0
1561,1654,2010,3,10,21,62.0,-10,2.0,1017.0,2,29.5,0,0
1562,1655,2010,3,10,22,68.0,-11,4.0,1017.0,2,32.63,0,0
1563,1656,2010,3,10,23,89.0,-10,3.0,1016.0,2,35.76,0,0
1564,1657,2010,3,11,0,101.0,-8,-1.0,1015.0,3,0.89,0,0
1565,1658,2010,3,11,1,106.0,-8,-1.0,1014.0,2,0.89,0,0
1566,1659,2010,3,11,2,144.0,-8,-4.0,1014.0,3,0.45,0,0
1567,1660,2010,3,11,3,142.0,-8,-4.0,1014.0,0,1.79,0,0
1568,1661,2010,3,11,4,140.0,-7,-3.0,1012.0,3,0.89,0,0
1569,1662,2010,3,11,5,158.0,-8,-4.0,1013.0,0,1.79,0,0
1570,1663,2010,3,11,6,135.0,-7,-4.0,1013.0,3,0.89,0,0
1571,1664,2010,3,11,7,145.0,-7,-4.0,1012.0,3,1.78,0,0
1572,1665,2010,3,11,8,161.0,-6,-1.0,1013.0,3,2.67,0,0
1573,1666,2010,3,11,9,183.0,-9,1.0,1013.0,2,0.89,0,0
1574,1667,2010,3,11,10,199.0,-10,3.0,1012.0,3,0.89,0,0
1575,1668,2010,3,11,11,224.0,-10,5.0,1011.0,2,3.13,0,0
1576,1669,2010,3,11,12,193.0,-10,6.0,1010.0,2,6.26,0,0
1577,1670,2010,3,11,13,167.0,-10,7.0,1009.0,2,9.39,0,0
1578,1671,2010,3,11,14,162.0,-9,8.0,1007.0,2,12.52,0,0
1579,1672,2010,3,11,15,163.0,-9,8.0,1005.0,2,16.54,0,0
1580,1673,2010,3,11,16,163.0,-8,9.0,1005.0,3,1.79,0,0
1581,1674,2010,3,11,17,154.0,-9,8.0,1005.0,3,2.68,0,0
1582,1675,2010,3,11,18,189.0,-6,6.0,1004.0,2,1.79,0,0
1583,1676,2010,3,11,19,210.0,-6,5.0,1005.0,0,4.02,0,0
1584,1677,2010,3,11,20,222.0,-6,4.0,1005.0,0,5.81,0,0
1585,1678,2010,3,11,21,216.0,-6,3.0,1005.0,0,7.6,0,0
1586,1679,2010,3,11,22,219.0,-6,4.0,1005.0,0,10.73,0,0
1587,1680,2010,3,11,23,223.0,-6,2.0,1005.0,0,11.62,0,0
1588,1681,2010,3,12,0,213.0,-6,5.0,1006.0,0,16.54,0,0
1589,1682,2010,3,12,1,314.0,-9,10.0,1007.0,0,31.74,0,0
1590,1683,2010,3,12,2,59.0,-10,8.0,1009.0,0,39.79,0,0
1591,1684,2010,3,12,3,38.0,-10,6.0,1011.0,0,47.84,0,0
1592,1685,2010,3,12,4,29.0,-13,5.0,1012.0,0,57.67,0,0
1593,1686,2010,3,12,5,27.0,-13,4.0,1013.0,0,64.82,0,0
1594,1687,2010,3,12,6,20.0,-13,3.0,1015.0,0,73.76,0,0
1595,1688,2010,3,12,7,18.0,-14,3.0,1016.0,0,82.7,0,0
1596,1689,2010,3,12,8,19.0,-15,4.0,1018.0,0,88.51,0,0
1597,1690,2010,3,12,9,14.0,-16,5.0,1019.0,1,3.13,0,0
1598,1691,2010,3,12,10,19.0,-18,6.0,1020.0,0,8.05,0,0
1599,1692,2010,3,12,11,23.0,-20,7.0,1020.0,0,12.97,0,0
1600,1693,2010,3,12,12,14.0,-20,8.0,1020.0,0,20.12,0,0
1601,1694,2010,3,12,13,12.0,-18,9.0,1019.0,0,25.93,0,0
1602,1695,2010,3,12,14,12.0,-19,9.0,1019.0,0,30.85,0,0
1603,1696,2010,3,12,15,16.0,-18,9.0,1019.0,1,3.13,0,0
1604,1697,2010,3,12,16,16.0,-19,8.0,1019.0,2,3.13,0,0
1605,1698,2010,3,12,17,17.0,-18,8.0,1020.0,1,3.13,0,0
1606,1699,2010,3,12,18,19.0,-19,7.0,1020.0,2,1.79,0,0
1607,1700,2010,3,12,19,32.0,-17,4.0,1021.0,2,2.68,0,0
1608,1701,2010,3,12,20,53.0,-13,2.0,1023.0,3,0.89,0,0
1609,1702,2010,3,12,21,54.0,-8,0.0,1023.0,1,0.89,0,0
1610,1703,2010,3,12,22,52.0,-12,2.0,1024.0,2,4.02,0,0
1611,1704,2010,3,12,23,91.0,-5,1.0,1025.0,2,8.04,0,0
1612,1705,2010,3,13,0,79.0,-5,0.0,1026.0,2,12.06,0,0
1613,1706,2010,3,13,1,71.0,-6,0.0,1027.0,2,16.08,0,0
1614,1707,2010,3,13,2,47.0,-7,-1.0,1026.0,2,19.21,0,0
1615,1708,2010,3,13,3,40.0,-7,-1.0,1028.0,3,0.89,0,0
1616,1709,2010,3,13,4,41.0,-7,0.0,1028.0,2,3.13,0,0
1617,1710,2010,3,13,5,41.0,-8,0.0,1028.0,2,6.26,0,0
1618,1711,2010,3,13,6,38.0,-10,0.0,1028.0,2,8.05,0,0
1619,1712,2010,3,13,7,50.0,-10,-1.0,1028.0,3,0.89,0,0
1620,1713,2010,3,13,8,69.0,-12,0.0,1029.0,2,1.79,0,0
1621,1714,2010,3,13,9,82.0,-13,1.0,1029.0,2,5.81,0,0
1622,1715,2010,3,13,10,79.0,-13,2.0,1029.0,2,9.83,0,0
1623,1716,2010,3,13,11,76.0,-12,4.0,1029.0,2,12.96,0,0
1624,1717,2010,3,13,12,78.0,-12,5.0,1028.0,2,16.98,0,0
1625,1718,2010,3,13,13,71.0,-11,7.0,1027.0,2,21.0,0,0
1626,1719,2010,3,13,14,73.0,-10,7.0,1025.0,2,25.02,0,0
1627,1720,2010,3,13,15,68.0,-10,7.0,1024.0,2,29.04,0,0
1628,1721,2010,3,13,16,58.0,-9,8.0,1024.0,2,33.96,0,0
1629,1722,2010,3,13,17,61.0,-10,7.0,1023.0,2,37.98,0,0
1630,1723,2010,3,13,18,58.0,-11,6.0,1024.0,2,42.0,0,0
1631,1724,2010,3,13,19,75.0,-10,5.0,1024.0,2,47.81,0,0
1632,1725,2010,3,13,20,78.0,-10,4.0,1024.0,2,51.83,0,0
1633,1726,2010,3,13,21,64.0,-10,3.0,1025.0,2,56.75,0,0
1634,1727,2010,3,13,22,53.0,-11,3.0,1025.0,2,60.77,0,0
1635,1728,2010,3,13,23,41.0,-10,3.0,1025.0,3,0.89,0,0
1636,1729,2010,3,14,0,37.0,-11,2.0,1025.0,2,3.13,0,0
1637,1730,2010,3,14,1,44.0,-10,2.0,1025.0,2,4.92,0,0
1638,1731,2010,3,14,2,65.0,-9,2.0,1024.0,2,6.71,0,0
1639,1732,2010,3,14,3,68.0,-8,2.0,1023.0,3,0.89,0,0
1640,1733,2010,3,14,4,75.0,-9,2.0,1023.0,2,0.89,0,1
1641,1734,2010,3,14,5,80.0,-8,1.0,1023.0,3,0.45,0,2
1642,1735,2010,3,14,6,80.0,-6,1.0,1023.0,0,3.13,0,3
1643,1736,2010,3,14,7,105.0,-3,-1.0,1022.0,0,6.26,1,0
1644,1737,2010,3,14,8,86.0,-2,-1.0,1022.0,0,9.39,2,0
1645,1738,2010,3,14,9,93.0,-2,-1.0,1022.0,0,11.18,3,0
1646,1739,2010,3,14,10,90.0,-2,-1.0,1021.0,0,14.31,4,0
1647,1740,2010,3,14,11,73.0,-1,-1.0,1021.0,0,16.1,6,0
1648,1741,2010,3,14,12,68.0,-1,0.0,1021.0,0,20.12,8,0
1649,1742,2010,3,14,13,68.0,-1,0.0,1020.0,0,23.25,9,0
1650,1743,2010,3,14,14,78.0,-1,0.0,1019.0,0,26.38,10,0
1651,1744,2010,3,14,15,83.0,-1,0.0,1019.0,0,28.17,11,0
1652,1745,2010,3,14,16,86.0,-1,0.0,1019.0,0,29.96,13,0
1653,1746,2010,3,14,17,94.0,-1,0.0,1018.0,3,0.45,14,0
1654,1747,2010,3,14,18,112.0,-1,0.0,1018.0,1,0.89,0,0
1655,1748,2010,3,14,19,108.0,-2,-1.0,1018.0,0,1.79,0,0
1656,1749,2010,3,14,20,116.0,-1,0.0,1019.0,0,4.92,0,0
1657,1750,2010,3,14,21,105.0,-1,0.0,1019.0,0,8.94,0,0
1658,1751,2010,3,14,22,112.0,-1,1.0,1019.0,0,12.07,0,0
1659,1752,2010,3,14,23,87.0,-2,-1.0,1019.0,0,13.86,0,0
1660,1753,2010,3,15,0,103.0,-1,0.0,1019.0,0,17.88,0,0
1661,1754,2010,3,15,1,129.0,-1,0.0,1020.0,0,21.01,0,0
1662,1755,2010,3,15,2,153.0,-2,2.0,1020.0,0,26.82,0,0
1663,1756,2010,3,15,3,220.0,-3,1.0,1020.0,2,1.79,0,0
1664,1757,2010,3,15,4,175.0,-8,2.0,1020.0,0,4.02,0,0
1665,1758,2010,3,15,5,132.0,-10,2.0,1020.0,0,11.17,0,0
1666,1759,2010,3,15,6,69.0,-13,1.0,1021.0,0,16.98,0,0
1667,1760,2010,3,15,7,60.0,-12,0.0,1022.0,0,22.79,0,0
1668,1761,2010,3,15,8,50.0,-13,1.0,1023.0,0,26.81,0,0
1669,1762,2010,3,15,9,43.0,-13,1.0,1024.0,0,33.96,0,0
1670,1763,2010,3,15,10,36.0,-11,1.0,1025.0,0,41.11,0,0
1671,1764,2010,3,15,11,26.0,-12,2.0,1025.0,0,50.05,0,0
1672,1765,2010,3,15,12,21.0,-12,2.0,1025.0,0,62.12,0,0
1673,1766,2010,3,15,13,27.0,-11,2.0,1024.0,0,73.3,0,0
1674,1767,2010,3,15,14,21.0,-10,3.0,1024.0,0,83.13,0,0
1675,1768,2010,3,15,15,22.0,-11,3.0,1024.0,0,94.31,0,0
1676,1769,2010,3,15,16,22.0,-11,4.0,1024.0,0,106.38,0,0
1677,1770,2010,3,15,17,17.0,-11,4.0,1024.0,0,116.21,0,0
1678,1771,2010,3,15,18,25.0,-11,3.0,1024.0,0,124.26,0,0
1679,1772,2010,3,15,19,52.0,-12,3.0,1025.0,0,129.18,0,0
1680,1773,2010,3,15,20,30.0,-11,1.0,1026.0,0,132.31,0,0
1681,1774,2010,3,15,21,33.0,-13,2.0,1026.0,0,134.1,0,0
1682,1775,2010,3,15,22,38.0,-11,-1.0,1026.0,0,135.89,0,0
1683,1776,2010,3,15,23,44.0,-11,-1.0,1026.0,3,0.89,0,0
1684,1777,2010,3,16,0,61.0,-10,-3.0,1026.0,0,0.89,0,0
1685,1778,2010,3,16,1,63.0,-9,-3.0,1025.0,3,0.89,0,0
1686,1779,2010,3,16,2,72.0,-9,-4.0,1025.0,3,1.78,0,0
1687,1780,2010,3,16,3,67.0,-9,-4.0,1024.0,3,2.67,0,0
1688,1781,2010,3,16,4,55.0,-9,-6.0,1023.0,2,0.89,0,0
1689,1782,2010,3,16,5,50.0,-10,-7.0,1023.0,3,0.89,0,0
1690,1783,2010,3,16,6,55.0,-10,-7.0,1023.0,3,1.78,0,0
1691,1784,2010,3,16,7,71.0,-10,-7.0,1024.0,1,0.89,0,0
1692,1785,2010,3,16,8,79.0,-9,-3.0,1024.0,0,1.79,0,0
1693,1786,2010,3,16,9,72.0,-9,-1.0,1025.0,0,3.58,0,0
1694,1787,2010,3,16,10,73.0,-12,1.0,1024.0,0,6.71,0,0
1695,1788,2010,3,16,11,73.0,-15,2.0,1024.0,0,8.5,0,0
1696,1789,2010,3,16,12,53.0,-13,4.0,1023.0,1,1.79,0,0
1697,1790,2010,3,16,13,56.0,-13,5.0,1022.0,1,3.58,0,0
1698,1791,2010,3,16,14,60.0,-14,6.0,1022.0,1,5.37,0,0
1699,1792,2010,3,16,15,64.0,-13,6.0,1021.0,0,1.79,0,0
1700,1793,2010,3,16,16,53.0,-14,7.0,1021.0,0,3.58,0,0
1701,1794,2010,3,16,17,45.0,-12,7.0,1021.0,0,6.71,0,0
1702,1795,2010,3,16,18,54.0,-11,4.0,1021.0,0,8.5,0,0
1703,1796,2010,3,16,19,62.0,-10,3.0,1022.0,0,11.63,0,0
1704,1797,2010,3,16,20,63.0,-7,2.0,1023.0,0,14.76,0,0
1705,1798,2010,3,16,21,67.0,-9,2.0,1023.0,1,1.79,0,0
1706,1799,2010,3,16,22,85.0,-11,4.0,1024.0,0,3.13,0,0
1707,1800,2010,3,16,23,89.0,-11,4.0,1024.0,1,3.13,0,0
